Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Socio-economic, trafficking exposures and mental health symptoms of human trafficking returnees in Ethiopia: Using a generalized structural equation modelling.","Gezie, Lemma Derseh; Yalew, Alemayehu Worku; Gete, Yigzaw Kebede; Azale, Telake; Brand, Tilman; Zeeb, Hajo","International Journal of Mental Health Systems",="17524458",,="20181024","12",,,,"2018-54101-001",,"BioMed Central Limited","Journal Article","Human Trafficking; Mental Health; Risk Factors; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Background: Mental health problems among trafficked persons could be the result of concomitantly interwoven effects of various factors. Analyzing the networked relationships concurrently could be a more substantive approach to better understand the role of risk factors in this population. This study aimed to assess the magnitude of mental health symptoms as well as the association among socio-demographic, trafficking related exposure variables, and mental health problems of Ethiopian returnees from trafficking. Methods: A sample of 1387 returnees who were trafficked via three major human trafficking corridors of Ethiopia were selected consecutively. Data related to socio-economic, trafficking exposure variables, and symptoms of mental illness were collected in personal interviews. Anxiety was measured with a brief measure for generalized anxiety disorder (GAD-7), depression with a patient health questionnaire (PHQ-9), and PTSD with post-traumatic checklist (PCL-C). Generalized structural equation modeling was employed to estimate the relationships among exogenous, mediating, and endogenous variables simultaneously. Results: The prevalence of symptoms of anxiety was estimated at 51.9% (95% CI 49.3–54.6%); PTSD was estimated at 34.5% (95% CI 32.1–37.1%) and depression at 58.3% (95% CI 55.6–60.9%). Restricted freedom of movement had a direct positive effect on anxiety (β = 1.24, 95% CI 0.97–1.51), depression (β = 0.94, 95% CI 0.71–1.17) and PTSD (13.00, 95% CI 11.23–14.77). Violence experienced during the trafficking period was a mediator variable and significantly associated with anxiety (β = 0.46; 95% CI 0.26–0.66) and PTSD (β = 4.00; 95% CI 2.06–5.94). History of detention had a positive total effect on GAD (total β = 1.380, 95% CI 1.074–1.687) and PTSD (total β = 15.63, 95% CI 13.708–17.545), and direct positive effect on depression (β = 0.89, 95% CI 0.65–1.13). Conclusion: Ethiopian trafficked persons were highly likely to return with increased levels of mental health symptoms, namely anxiety, depression, and PTSD. Socio-economic and trafficking related exposures mediated by violence were factors affecting mental health symptoms. Thus, in addition to economic re-integrations of victims, strategies should be designed and implemented to address the prevalent mental health problems. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-54101-001&site=ehost-live"
"Somatic and psychosocial determinants of symptom severity and quality of life in male and female patients with chronic pelvic pain syndrome.","Piontek, Katharina; Ketels, Gesche; Albrecht, Rebecca; Schnurr, Ulrike; Dybowski, Christoph; Brünahl, Christian A.; Riegel, Björn; Löwe, Bernd","Journal of Psychosomatic Research",="00223999",,="20190501","120",,"1","7","2019-19029-002","10.1016/j.jpsychores.2019.02.010","Elsevier Science","Journal Article","Major Depression; Pain; Psychosocial Factors; Quality of Life; Severity (Disorders); Chronic Pain; Syndromes; Catastrophizing; Adulthood (18 yrs & older); Male; Female",,"Aims: To investigate the combined impact of somatic and psychosocial factors on symptom severity and physical and mental quality of life (QoL) in male and female patients with chronic pelvic pain syndrome (CPPS). Methods: We examined 234 patients aged 18 to 84 years attending an interdisciplinary outpatient clinic for patients with CPPS in Hamburg, Germany. Using self-reports, we assessed CPPS symptom severity (NIH-CPSI), with the female counterpart of each male anatomical site used in the questionnaire for women; physical and mental QoL (SF-12) as well as symptoms of depression (PHQ-9) and anxiety (GAD-7); pain catastrophizing cognitions (PCS); social support (F-SozU) and medication intake. The presence of trigger and tender points was assessed in a physiotherapy examination. Hierarchical multiple regression analysis was calculated to analyze the contribution of somatic and psychosocial variables on CPPS symptom severity. Analyses were repeated with physical and mental QoL as outcomes. Results: In the overall model, the intake of pain medication (B = 3.78, SE = 1.25, p = .006), the presence of depressive symptoms (B = 0.40, SE = 0.15, p = .01) and pain catastrophizing (B = 0.18, SE = 0.05, p = .001) significantly predicted CPPS symptom severity. Corresponding analyses revealed a differential pattern of factors predicting physical and mental QoL, whereas higher levels of depressive symptoms were consistently associated with diminished mental (B = −0.63; p < .001) and physical QoL (B = −0.85; p < .001). Conclusion: Present results emphasize the importance of psychosocial factors, in particular of depression, in CPPS symptom severity and both physical and mental QoL and give support to an integrated treatment concept encompassing both psychological support and somatic aspects of the disease. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-19029-002&site=ehost-live"
"Suicidal ideation in patients with coronary heart disease and hypertension: Baseline results from the DEPSCREEN‐INFO clinical trial.","Lehmann, Marco; Kohlmann, Sebastian; Gierk, Benjamin; Murray, Alexandra M.; Löwe, Bernd","Clinical Psychology & Psychotherapy",="10633995",,="20181101","25","6","754","11","2018-32843-001","10.1002/cpp.2305","John Wiley & Sons","Journal Article","Heart Disorders; Hypertension; Suicidal Ideation; Major Depression; Prognosis; Risk Factors; Adulthood (18 yrs & older); Male; Female",,"Background: A high proportion of cardiac patients suffers from depression, which is an antecedent for suicidal ideation. This study identifies clinical vulnerabilities for suicidal ideation in cardiac patients. Methods: The primary outcome of the study was severity of suicidal ideation as measured with the Patient Health Questionnaire (PHQ‐9) item No. 9. Covariates were demographics, cardiac characteristics (i.e., Canadian Cardiovascular Society angina rating of chest pain and New York Heart Association rating of shortness of breath), depression (PHQ‐8,i.e., PHQ‐9 minus item No. 9), anxiety (Generalized Anxiety Disorder‐7, GAD‐7), somatic symptoms (PHQ‐15), illness perception (Brief‐Illness Perception Questionnaire), and health‐related quality of life (EuroQol‐5D, EQ 5D). Results: Data from 1,976 patients were analysed. At least 14% (95% CI [12%, 16%]) of patients indicated suicidal ideations within the last 2 weeks. Bivariate analyses yielded associations between suicidal ideation and higher levels of depression severity, anxiety severity, somatic symptom burden, chest pain, shortness of breath, negative illness perceptions, reduced health‐related quality of life, and a higher probability of living alone (all p < 0.001). A multivariable ordinal regression revealed depression severity and anxiety severity to show the highest associations with suicidal ideation (ORPHQ‐8 = 1.22, p < 0.001; ORGAD‐7 = 1.09, p < 0.001). Having a defibrillator implant was associated with a lower probability of suicidal ideation (OR = 0.27, p = 0.017). Conclusions: This study identified several clinical vulnerabilities of suicidal ideation. The results stress the importance of screening for suicidal ideation in clinical practice. (PsycINFO Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-32843-001&site=ehost-live"
"Suicidal ideation persists among individuals engaged in HIV care in the era of antiretroviral therapy.","López, J. D.; Shacham, E.; Brown, T.","AIDS and Behavior",="10907165",,="20180301","22","3","800","6","2017-00952-001","10.1007/s10461-016-1666-5","Springer","Journal Article","Distress; Drug Therapy; HIV; Major Depression; Suicidal Ideation; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Little research has focused on suicidality in the era of successful antiretroviral therapy among those engaged in HIV care. We performed a study of 648 clinic patients who completed a psychological and behavioral annual assessment in 2012. Depressive symptoms were measured using the Patient Health Questionnaire-9 (PHQ-9), suicidal ideation was measured by the last item of the scale. Anxiety symptoms were measured using the Generalized Anxiety Disorder-7 questionnaire (GAD-7). HIV biomedical markers were abstracted from medical records. Suicidal ideation was reported among 13% (n = 81) of the sample. Individuals endorsing suicidality were more likely to have unsuppressed viral loads, moderate to severe anxiety symptoms and consider themselves to be homeless (p < 0.01 for all). After adjusting for confounders, homeless individuals and those endorsing moderate to severe anxiety symptoms had higher odds of reporting suicidality. Results suggest basic needs must be met to complement HIV management efforts. Furthermore, better understanding of how psychological distress symptoms are expressed and how to manage them may better inform barriers to HIV management. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-00952-001&site=ehost-live"
"The association between an anxiety disorder and cancer in medical history.","Zeynalova, N.; Schimpf, S.; Setter, C.; Yahiaoui-Doktor, M.; Zeynalova, S.; Lordick, F.; Loeffler, M.; Hinz, A.","Journal of Affective Disorders",="01650327",,="20190301","246",,"640","3","2019-07272-077","10.1016/j.jad.2018.12.019","Elsevier Science","Journal Article","Anxiety Disorders; Neoplasms; Patient History; Diagnosis; Medical Records; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Background: Cancer patients can feel depression and anxiety any time after a cancer diagnosis. The Generalized Anxiety Disorder Scale (GAD-7) is an instrument for the assessment of anxiety. The main objective of this work was to compare general anxiety levels between cancer survivors and individuals without a history of cancer in a population-based study (LIFE-ADULT) with 10,000 participants. Methods: All participants (18–80 years) completed the GAD-7 and other psychological and medical questionnaires. A score of 10 or greater for GAD-7 (of total 21) indicates a probable generalized anxiety disorder. Results: 954 participants reported a diagnosis of cancer in their medical history. In the multivariate analysis an anxiety disorder was associated with prior cancer diagnosis (OR: 1.8; 95% CI [1.4–2.4]), age -every additional year- (OR: 0.983; [0.976–0.991]), female gender (OR: 1.8; [1.5–2.2]) and low socioeconomic status (OR: 2.0; [1.7–2.5]) all p < 0.001. There were no significant associations between general anxiety and other comorbidities, such as myocardial infarction (OR: 1.0; p = 0.948), stroke (OR: 1.4; p = 0.237) or diabetes (OR: 1.0; p = 0.326). There was also no significant difference in anxiety disorder among cancer survivors regarding the time passed since the initial cancer diagnosis (OR: 1.1; [0.6–1.9], p = 0.804 comparing 5–10 years after a diagnosis of cancer vs. ≤ 5 years and OR: 0.6; [0.4–1.1], p = 0.107 comparing > 10 vs. ≤ 5 years). Limitations: This study has a cross-sectional character, therefore, causal conclusions cannot be drawn. Conclusion: Cancer survivors may require screening for anxiety disorders and long-term professional psychosocial support. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-07272-077&site=ehost-live"
"The CSS-12: Development and validation of a short-form version of the Cyberchondria Severity Scale.","McElroy, Eoin; Kearney, Mathew; Touhey, Jade; Evans, Joseph; Cooke, Yasmin; Shevlin, Mark","Cyberpsychology, Behavior, and Social Networking",="21522715",,="20190501","22","5","330","6","2019-23137-001","10.1089/cyber.2018.0624","Virtual Reality Medical Institute BVBA","Journal Article","Anxiety; Computer Searching; Phobias; Test Construction; Test Validity; Health Attitudes; Psychometrics; Self-Report; Severity (Disorders); Health Status; Adulthood (18 yrs & older); Male; Female",,"Cyberchondria is defined as an increase in anxiety about one's health status as a result of excessive online searches. McElroy and Shevlin (2014) developed the first multidimensional, self-report measure of this construct–the Cyberchondria Severity Scale (CSS). The CSS consists of 33 items which can be summed to form a total score, and/or 5 subscale scores. The aim of the present study was to develop a short-form version of the CSS, removing the 'Mistrust' subscale. Participants were undergraduate students from two UK universities (N = 661, 73% female, Mage = 22.19 years, SD = 5.88). Students completed the CSS, Short Health Anxiety Inventory (SHAI) and Generalized Anxiety Disorder Assessment (GAD-7). Twelve items were chosen for retention in the short form based on an exploratory factor analysis. These items corresponded to the four factors previously identified in the 33-item scale (minus the 'Mistrust' subscale). Confirmatory factor analysis was used to validate the structure of the CSS-12. Confirmatory bifactor modeling indicated that the majority of item covariance was accounted for by a general cyberchondria factor. Construct validity was assessed by examining associations with the SHAI and GAD-7, with stronger correlations observed between the CSS-12 and the SHAI (compared with the GAD-7). The CSS-12 is a brief, reliable, and valid measure of worry/anxiety attributable to excessive online health research. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-23137-001&site=ehost-live"
"The Dutch Recovering Quality of Life Questionnaire (ReQoL) and its psychometric qualities.","van Aken, B. C.; de Beurs, E.; Mulder, C. L.; van der Feltz-Cornelis, C. M.","The European Journal of Psychiatry",="02136163",,="20200401","34","2","99","9","2020-47502-008","10.1016/j.ejpsy.2020.01.001","Elsevier Science","Journal Article","Foreign Language Translation; Psychometrics; Psychosis; Quality of Life; Test Validity; Client Characteristics; Test Construction; European Cultural Groups; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Background and objectives: The emergence of the recovery movement has led to the development of the Recovering Quality of Life Questionnaire (ReQoL) in the UK. This study aims to describe and evaluate the Dutch translation. Methods: The ReQoL was administered in two samples: 62 students completed the ReQoL-20, MANSA, EQ-5D-5L, PHQ-9 and GAD-7 through an online survey link. The ReQoL was tested for reliability and a first impression was obtained of convergent and known group validity. In addition, 164 patients with a psychotic disorder that were part of the UP’S cohort study completed the ReQoL-10, PHQ9 and GAD-7. Results: The ReQoL-10 and ReQoL-20 showed to be reliable in the student sample and the patient sample. Indices of the convergent and known-group validity showed that the ReQoL was predominantly associated with quality of life and was able to distinguish between scores of patient and student samples. Conclusion: The Dutch translation of the ReQoL-10 and ReQoL-20 yielded results in line with those of the original English version. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2020-47502-008&site=ehost-live"
"The effectiveness of repeated intravenous ketamine on depressive symptoms, suicidal ideation and functional disability in adults with major depressive disorder and bipolar disorder: Results from the Canadian Rapid Treatment Center of Excellence.","McIntyre, Roger S.; Rodrigues, Nelson B.; Lee, Yena; Lipsitz, Orly; Subramaniapillai, Mehala; Gill, Hartej; Nasri, Flora; Majeed, Amna; Lui, Leanna M. W.; Senyk, Olena; Phan, Lee; Carvalho, Isabelle P.; Siegel, Ashley; Mansur, Rodrigo B.; Brietzke, Elisa; Kratiuk, Kevin; Arekapudi, Anil K.; Abrishami, Amir; Chau, Edmond H.; Szpejda, Witold; Rosenblat, Joshua D.","Journal of Affective Disorders",="01650327",,="20200901","274",,"903","8","2020-50418-115","10.1016/j.jad.2020.05.088","Elsevier Science","Journal Article","Bipolar Disorder; Drug Therapy; Ketamine; Major Depression; Suicidal Ideation; Intravenous Injections; Treatment; Treatment Resistant Depression; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Background: The effectiveness, tolerability, and safety of intravenous (IV) ketamine in adults with treatment resistant depression (TRD) receiving care in real-word settings is insufficiently characterized. Herein, results from a naturalistic, retrospective study are presented from a Canadian outpatient IV ketamine clinic. Methods: Adults (N = 213; Mage = 45) with Major Depressive Disorder or Bipolar Disorder, with a minimum of Stage 2 antidepressant resistance, received IV ketamine at a community-based multi-disciplinary clinic. The primary outcome measure was change from baseline to post-infusion 4 on the Quick Inventory for Depression Symptomatology-Self Report-16 (QIDS-SR16; n = 190). Secondary measures included QIDS-SR₁₆-measured response and remission rates, changes from baseline to endpoint in Generalized Anxiety Disorder-7 Scale (GAD-7; n = 188) and the Sheehan Disability Scale (SDS; n = 168). Results: Significant improvement in total depressive symptoms severity (p < 0.0001) was observed after four infusions of IV ketamine 0.5–0.75 mg/kg. Moreover, the response rate (QIDS-SR₁₆ total score change ≥ 50%) was 27% and remission (QIDS-SR₁₆ total score ≤ 5) rate was 13%. Patients receiving IV ketamine exhibited anxiolytic effects (p < 0.0001,), improved overall psychosocial function (p < 0.0001), and reduced suicidal ideation (p < 0.0001). Compared to the baseline infusion, dissociation severity significantly reduced in subsequent infusions. Limitations: This was a naturalistic, retrospective study, without a control group. Conclusions: IV ketamine was safe, well-tolerated, and effective at improving depressive, anxiety, and functional impairment symptoms in a well-characterized cohort of adults with TRD. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2020-50418-115&site=ehost-live"
"The effects of an online mindfulness intervention on perceived stress, depression and anxiety in a non-clinical sample: A randomised waitlist control trial.","Querstret, Dawn; Cropley, Mark; Fife-Schaw, Chris","Mindfulness",="18688527",,="20181201","9","6","1825","12","2018-21142-001","10.1007/s12671-018-0925-0","Springer","Journal Article","Anxiety; Major Depression; Online Therapy; Stress; Mindfulness; Intervention; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Mindfulness interventions have been shown to be effective for health and wellbeing, and delivering mindfulness programmes online may increase accessibility and reduce waiting times and associated costs; however, research assessing the effectiveness of online interventions is lacking. We sought to: (1) assess the effects of an online mindfulness intervention on perceived stress, depression and anxiety; (2) assess different facets of mindfulness (i.e. acting with awareness, describing, non-judging and non-reacting) as mechanisms of change and (3) assess whether the effect of the intervention was maintained over time. The sample was comprised of 118 adults (female, n = 95) drawn from the general population. Using a randomised waitlist control design, participants were randomised to either an intervention (INT) or waitlist control (WLC) group. Participants completed the online intervention, with the WLC group starting after a 6-week waitlist period. Participants completed measures of depression (PHQ-9), anxiety (GAD-7) and perceived stress (PSS-10) at baseline, post-treatment, 3- and 6-month follow-up. Participants who completed the mindfulness intervention (n = 60) reported significantly lower levels of perceived stress (d = − 1.25 [− 1.64, − 0.85]), anxiety (d = − 1.09 [− 1.47, − 0.98]) and depression (d = − 1.06 [− 1.44, − 0.67]), when compared with waitlist control participants (n = 58), and these effects were maintained at follow-up. The effect of the intervention was primarily explained by increased levels of non-judging. This study provides support for online mindfulness interventions and furthers our understanding with regards to how mindfulness interventions exert their positive effects. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-21142-001&site=ehost-live"
"The factor structure, reliability and validity of the Chinese version of the Van Dream Anxiety Scale.","Wang, Xiang; Dai, Lisha; Yin, Meng; Deng, Yunlong","Neuropsychiatric Disease and Treatment",="11766328",,="20181221","15",,,,"2019-02742-001","10.2147/NDT.S192891","Dove Medical Press Ltd.","Journal Article","Anxiety; Dream Content; Nightmares; Psychometrics; Factor Structure; Foreign Language Translation; Test Construction; Test Reliability; Test Validity; Adolescence (13-17 yrs); Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Background/purpose: Dream emotions and contents are associated with psychological well-being. Dream disturbances, such as frequent nightmares and dream anxiety, are associated with a variety of psychopathological conditions. Therefore, it is important to consider nightmares and the resulting dream anxiety. To address this issue, the Van Dream Anxiety Scale (VDAS) was designed especially for measuring nightmare frequency and dream anxiety caused by frightening dreams. As a Chinese version of VDAS may be helpful in promoting study of nightmare and dream anxiety among Chinese population, in the current study, we sought to develop a Chinese version of the VDAS (CVDAS). Methods: We translated the VDAS into Chinese. To evaluate its validity and reliability, a sample of 1,081 Chinese college students from two universities answered the CVDAS, GAD-7, PHQ-9 and EPQ-R-N. Ninety of them answered the CVDAS twice. We also conducted exploratory factor analysis (EFA) to explore the structure of CVDAS. Results: Excellent internal consistency (Cronbach’s alpha coefficient was 0.926), split-half reliability (equal-length Spearman–Brown coefficient was 0.938) and good test–retest reliability (the intraclass correlation coefficient was 0.942 and t = -1.478, P = 0.143) of the CVDAS was presented. Exploratory factor analyses indicated a two-factor structure: sleep-related disturbances caused by nightmares and dysfunction caused by nightmares. Convergent and divergent validities were acceptable. Conclusion: The CVDAS shows promise for the measurement of nightmare frequency and specific dream anxiety in Chinese population. Future study should confirm the reliability and validity in the clinical population and further improve this scale. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-02742-001&site=ehost-live"
"The Generalized Anxiety Disorder Screener (GAD‐7) and the anxiety module of the Hospital and Depression Scale (HADS‐A) as screening tools for generalized anxiety disorder among cancer patients.","Esser, Peter; Hartung, Tim J.; Friedrich, Michael; Johansen, Christoffer; Wittchen, Hans‐Ulrich; Faller, Hermann; Koch, Uwe; Härter, Martin; Keller, Monika; Schulz, Holger; Wegscheider, Karl; Weis, Joachim; Mehnert, Anja","Psycho-Oncology",="10579249",,="20180601","27","6","1509","8","2018-13571-001","10.1002/pon.4681","John Wiley & Sons","Journal Article","Generalized Anxiety Disorder; Neoplasms; Screening Tests; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Aged (65 yrs & older); Male; Female",,"Objective: Anxiety in cancer patients may represent a normal psychological reaction. To detect patients with pathological levels, appropriate screeners with established cut‐offs are needed. Given that previous research is sparse, we investigated the diagnostic accuracy of 2 frequently used screening tools in detecting generalized anxiety disorder (GAD). Methods: We used data of a multicenter study including 2141 cancer patients. Diagnostic accuracy was investigated for the Generalized Anxiety Disorder Screener (GAD‐7) and the anxiety module of the Hospital Anxiety and Depression Scale (HADS‐A). GAD, assessed with the Composite International Diagnostic Interview for Oncology, served as a reference standard. Overall accuracy was measured with the area under the receiver operating characteristics curve (AUC). The AUC of the 2 screeners were statistically compared. We also calculated accuracy measures for selected cut‐offs. Results: Diagnostic accuracy could be interpreted as adequate for both screeners, with an identical AUC of .81 (95% CI: .79‐.82). Consequently, the 2 screeners did not differ in their performance (P = .86). The best balance between sensitivity and specificity was found for cut‐offs ≥ 7 (GAD‐7) and ≥ 8 (HADS‐A). The officially recommended thresholds for the GAD‐7 (≥ 10) and the HADS‐A (≥ 11) showed low sensitivities of 55% and 48%, respectively. Conclusions: The GAD‐7 and HADS‐A showed AUC of adequate diagnostic accuracy and hence are applicable for GAD screening in cancer patients. Nevertheless, the choice of optimal cut‐offs should be carefully evaluated. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-13571-001&site=ehost-live"
"The mediating role of borderline personality features in the relationship between childhood trauma and psychotic-like experiences in a sample of help-seeking non-psychotic adolescents and young adults.","Sengutta, Mary; Gawęda, Łukasz; Moritz, Steffen; Karow, Anne","European Psychiatry",="09249338",,="20190201","56",,"84","7","2019-10174-011","10.1016/j.eurpsy.2018.11.009","Elsevier Science","Journal Article","Major Depression; Personality; Psychoticism; Questionnaires; Trauma; Anxiety; Borderline Personality Disorder; Help Seeking Behavior; Childhood Adversity; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Male; Female",,"Objective: Psychotic-like experiences (PLEs) often occur across different non-psychotic disorders in adolescent and young adult population and are related to early trauma. However, the mechanisms of how exposure to early trauma shapes the risk of PLEs are unclear. In our study, we investigated whether borderline personality features and further non-psychotic symptoms, i.e. factors related to both PLEs and childhood trauma, may mediate the relationship between childhood trauma and PLEs. Methods: Two hundred inpatients aged 16–21 years who were treated due to non-psychotic disorders were included. PLEs were assessed with the Prodromal Questionnaire (PQ-16). Childhood Trauma was assessed with the Adverse Childhood Experience Questionnaire (ACE). Borderline personality features were assessed by using the Borderline-Symptom Checklist (BSL-23). Presence and frequency of depressive symptoms and anxiety were assessed by Patient Health Questionnaire (PHQ-9) and Generalized Anxiety Disorder Questionnaire (GAD-7). Results: A significant relationship between childhood trauma (ACE total score) and PLEs was found (ß = 0.30, 95% CI 0.247--0.659). In particular, emotional neglect (r = 0.298, p < 0.001) and sexual abuse (r = 0.264, p < 0.001) were significantly associated with PLEs. Borderline personality features fully mediated the relationship of childhood trauma and PLEs (ß = 0.12, 95% CI: -0.019-0.370). Anxiety and Depression showed a significant, but partial mediation of the relationship. Conclusion: Borderline personality features seem to be an important mediator of the relationship between childhood trauma and PLEs in adolescent patients with different non-psychotic psychiatric disorders. Theoretical and clinical implications are discussed. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2019-10174-011&site=ehost-live"
"The prevalence and risk factors for mental distress among Syrian refugees in Germany: A register-based follow-up study.","Borho, Andrea; Viazminsky, Andre; Morawa, Eva; Schmitt, Gregor Martin; Georgiadou, Ekaterini; Erim, Yesim","BMC Psychiatry",="1471244X",,="20200708","20",,,,"2020-50692-001","10.1186/s12888-020-02746-2","BioMed Central Limited","Journal Article","Distress; Major Depression; Posttraumatic Stress Disorder; Refugees; Risk Factors; Mental Disorders; Mental Health; Adulthood (18 yrs & older); Young Adulthood (18-29 yrs); Thirties (30-39 yrs); Middle Age (40-64 yrs); Male; Female",,"Background: Mental disorders among refugees as well as their risk factors are already well documented in cross-sectional reports. However, longitudinal follow-up designs are widely lacking. Therefore, the aim of this study was to examine the change of the prevalence of mental disorders among Syrian refugees with German residence permission, taking into account their increasing length of stay in Germany, and to uncover the change in their relationship to pre- and post-migration risk factors. Methods: This study formed part of a register-based follow-up study with two measurement points in Erlangen (Germany). At the first time of recruitment in 2017, 200 of the 518 Syrian refugees with residence permission living in Erlangen took part. During the second survey timeframe 1.5 years later, in 2019, 108 of the former 200 Syrian refugees participated again and formed the total sample for this follow-up study. The survey instruments included demographics, migration-related variables and symptoms of post-traumatic stress (Essen Trauma Inventory, ETI), depression (Patient Health Questionnaire - PHQ-9) and generalized anxiety disorder (GAD-7). Results: At the time of the first survey, 26.9% of the participants exceeded the cut-off for a clinically relevant depression diagnosis, 16.7% for an anxiety disorder and 13.9% for a PTSD diagnosis. At the second measurement point, it was 30.6% for depression, 15.7% for an anxiety disorder and 13.0% for PTSD. No significant changes between the measurement points were found for any of the disorders. In multiple linear regression analyses, higher perceived discrimination, a higher number of traumatic experiences and a shorter duration of residence permission were shown to be the most important pre- and post-migration predictors of psychological stress independent of the time of measurement. Conclusions: There is strong empirical evidence that the prevalence rates of mental distress among refugees are significantly higher compared to the overall population. However, it has not yet become clear how these prevalence rates change with an increasing length of stay in the host countries. The results of our study indicate that the psychological burden on this refugee population remains consistently high over time, despite partly improved living conditions, and confirm the importance of therapeutic interventions. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2020-50692-001&site=ehost-live"
